,LATITUDE,LONGITUDE,CITY,LOCALE,TUITIONFEE_IN,TUITIONFEE_OUT,CONTROL,INSTURL,C150_4,RET_FT4,ADM_RATE,GRAD_DEBT_MDN,pct10_earn_wne_p6,pct25_earn_wne_p6,pct75_earn_wne_p6,pct90_earn_wne_p6,RPY_1YR_RT,RPY_3YR_RT,RPY_5YR_RT,RPY_7YR_RT
Academy of Careers and Technology,37.7998,-81.1686,Beckley,13,NULL,NULL,1,www.wvact.net,NULL,NULL,NULL,NULL,5900,15600,35800,54900,NULL,NULL,NULL,NULL
Salem International University,39.2886,-80.5718,Salem,42,17700,17700,3,www.salemu.edu,0.0808,0.4058,NULL,26875,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.345259392,0.276771005,0.521400778,0.688172043
Shepherd University,39.4343,-77.8048,Shepherdstown,31,6256,15840,1,WWW.SHEPHERD.EDU,0.3792,0.6841,0.8102,23149,9100,18000,45000,59500,0.73358209,0.753846154,0.829787234,0.79739508
Southern West Virginia Community and Technical College,37.8518,-82.023,Mount Gay,33,3124,4564,1,www.southernwv.edu,NULL,NULL,NULL,NULL,2600,9000,33900,54400,0.541401274,0.543352601,0.598173516,0.56097561
Fred W Eberle Technical Center,39.0019,-80.2253,Buckhannon,33,NULL,NULL,1,fetc.edu,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,PrivacySuppressed,NULL
West Virginia School of Osteopathic Medicine,37.8039,-80.4386,Lewisburg,33,NULL,NULL,1,www.wvsom.edu,NULL,NULL,NULL,2000,47600,51200,97400,128100,PrivacySuppressed,PrivacySuppressed,NULL,NULL
West Virginia State University,38.379,-81.768,Institute,22,5932,13864,1,www.wvstateu.edu,0.1868,0.5176,0.4478,23787.5,4100,12900,35400,50000,0.564473684,0.599637681,0.609012591,0.647918512
West Virginia University Hospital Departments of Rad Tech and Nutrition,39.6505,-79.9647,Morgantown,13,NULL,NULL,2,www.wvuhradtech.com,0.8824,NULL,0.1327,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,1,1,1
West Liberty University,40.1644,-80.6023,West Liberty,41,6226,13540,1,www.westliberty.edu/,0.4148,0.677,0.7122,24624,7300,16000,40500,54800,0.696780893,0.702347418,0.718672199,0.822274882
West Virginia University Institute of Technology,38.1794,-81.3252,Montgomery,41,5808,14616,1,www.wvutech.edu,0.2024,0.5316,0.5131,23808,9600,19900,47700,67100,0.759839801,0.795781517,0.824739239,0.855313093
West Virginia Wesleyan College,38.9905,-80.2171,Buckhannon,33,26794,26794,2,www.wvwc.edu,0.601,0.651,0.7696,26000,10800,19300,42100,58900,0.815899582,0.82046332,0.890942699,0.874125874
West Virginia Business College-Wheeling,40.0635,-80.7227,Wheeling,13,9700,9700,3,www.wvbc.edu,NULL,NULL,NULL,20000,4400,7600,25700,33100,0.465608466,0.316831683,0.36,0.520710059
West Virginia Business College-Nutter Fort,NULL,NULL,Nutter Fort,NULL,9700,NULL,3,http://www.wvbc.edu,NULL,NULL,NULL,20000,4400,7600,25700,33100,0.465608466,0.316831683,0.36,0.520710059
West Virginia Junior College-Charleston,38.3479,-81.6344,Charleston,13,12625,12625,3,www.wvjc.edu,NULL,NULL,NULL,12369,2400,7600,24200,31400,0.58372457,0.413793103,0.367109635,0.43315508
West Virginia Junior College-Morgantown,39.6326,-79.9548,Morgantown,13,13090,13090,3,www.wvjc.edu,NULL,NULL,NULL,13200,3000,8400,24900,33300,0.648526077,0.480263158,0.395778364,0.52
International Beauty School 4,39.4546,-77.9649,Martinsburg,13,NULL,NULL,3,www.theinternationalbeautyschool.com,NULL,NULL,NULL,10500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.432432432,0.24516129,0.43902439,0.626168224
West Virginia Northern Community College,40.0637,-80.7215,Wheeling,13,2890,8386,1,www.wvncc.edu/,NULL,NULL,NULL,10160,3500,10400,33500,49700,0.422521655,0.424434389,0.482758621,0.539813857
West Virginia University,39.6347,-79.9539,Morgantown,13,6456,19632,1,www.wvu.edu/,0.5744,0.7707,0.851,23808,9600,19900,47700,67100,0.759839801,0.795781517,0.824739239,0.855313093
Wheeling Jesuit University,40.0709,-80.6908,Wheeling,13,27830,27830,2,www.wju.edu,0.5375,0.6716,0.6892,27000,14500,23700,50400,63700,0.888086643,0.85738255,0.872897196,0.885764499
Wood County School of Practical Nursing,39.2168,-81.5057,Parkersburg,23,NULL,NULL,1,wcvt.wood.tec.wv.us/,NULL,NULL,1,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.388888889,0.612244898
Advanced Institute of Hair Design-Glendale,43.1209,-87.9164,Glendale,21,NULL,NULL,3,www.vicibeautyschool.com,NULL,NULL,NULL,10312,8700,14300,31800,42800,0.760233918,0.676136364,0.812807882,0.870813397
VICI Aveda Institute,42.9691,-88.0478,Greenfield,21,NULL,NULL,3,www.vicibeautyschool.com,NULL,NULL,NULL,10312,8700,14300,31800,42800,0.760233918,0.676136364,0.812807882,0.870813397
Alverno College,42.9835,-87.9655,Milwaukee,11,23231,23231,2,www.alverno.edu,0.3852,0.7173,0.7887,33110,9400,19500,48800,63700,0.668145519,0.708699122,0.713790113,0.76394194
Madison Area Technical College,43.1229,-89.3277,Madison,12,3914,5747,1,madisoncollege.edu,0.2136,NULL,NULL,14750,8200,17300,40800,54700,0.67740451,0.684620376,0.796127897,0.831529281
Bellin College,44.4683,-87.9217,Green Bay,41,20405,20405,2,www.bellincollege.edu,0.6786,0.75,0.5556,18282,29800,44300,64200,74400,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Beloit College,42.5036,-89.0315,Beloit,13,41250,41250,2,www.beloit.edu,0.7815,0.9228,0.6769,26500,4500,12700,38300,50300,0.924019608,0.933940774,0.912240185,0.953252033
Blackhawk Technical College,42.5932,-89.0162,Janesville,23,3842,5675,1,www.blackhawk.edu,NULL,NULL,NULL,10141.5,5600,13900,40300,54700,0.641838352,0.626028422,0.654545455,0.688972667
Cardinal Stritch University,43.1398,-87.909,Milwaukee,21,25450,25450,2,www.stritch.edu,0.4162,0.7099,0.8423,27875,15400,29100,61500,79200,0.736406619,0.75401662,0.765571914,0.863834423
Carroll University,43.0046,-88.228,Waukesha,13,27724,27724,2,www.carrollu.edu,0.5629,0.7598,0.8114,27000,12600,22800,48700,61400,0.909240924,0.897002306,0.894404332,0.925099602
Carthage College,42.6229,-87.8207,Kenosha,22,34850,34850,2,www.carthage.edu,0.6501,0.7841,0.7018,27000,10600,21600,44700,59700,0.880073801,0.883376849,0.885294118,0.92739521
Columbia College of Nursing,43.0975,-87.9171,Glendale,21,NULL,NULL,2,www.ccon.edu,NULL,NULL,NULL,18454.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Concordia University-Wisconsin,43.2542,-87.9166,Mequon,21,25160,25160,2,www.cuw.edu,0.5569,0.7098,0.6992,25153,10300,22000,50700,67300,0.765917603,0.774884259,0.812041116,0.829573935
Edgewood College,43.0587,-89.4221,Madison,12,24666,24666,2,www.edgewood.edu,0.5662,0.8176,0.7656,26975,14200,24300,49900,66400,0.892361111,0.887554585,0.910820452,0.941118744
Fox Valley Technical College,44.2832,-88.4589,Appleton,22,4152,5985,1,www.fvtc.edu,NULL,NULL,NULL,10885,7900,17900,41200,54100,0.745170877,0.726697151,0.808118081,0.816595945
Gateway Technical College,42.6057,-87.8467,Kenosha,22,3889,5722,1,www.gtc.edu,NULL,NULL,NULL,11000,4500,12400,37700,51100,0.510421491,0.520369593,0.577135833,0.644508671
Gill-Tech Academy of Hair Design,44.2684,-88.4872,Appleton,22,NULL,NULL,3,www.gill-tech.com,NULL,NULL,NULL,9552.5,3000,8600,24500,35700,0.751879699,0.651515152,0.75,0.844444444
The Salon Professional Academy-Eau Claire,44.7834,-91.4617,Eau Claire,22,NULL,NULL,3,tspaeauclaire.com,NULL,NULL,NULL,8000,5400,9500,27100,35500,0.783333333,0.714285714,0.807692308,0.746666667
ITT Technical Institute-Greenfield,42.96,-87.9934,Greenfield,21,18048,18048,3,www.itt-tech.edu,0.2151,1,0.945,25833.5,6400,16100,44700,64300,0.42789512,0.394119686,0.470262343,0.581587749
Lakeland College,43.8419,-87.885,Plymouth,41,22950,22950,2,www.lakeland.edu,0.5083,0.6954,0.6621,27000,10300,20500,45400,64700,0.82705314,0.810688406,0.805219012,0.851028807
Lakeshore Technical College,43.9248,-87.7545,Cleveland,42,3868,5701,1,www.gotoltc.edu,NULL,NULL,NULL,8229.5,10200,19300,40800,53600,0.819767442,0.789590255,0.800807537,0.851228978
Lawrence University,44.2613,-88.3978,Appleton,13,41226,41226,2,www.lawrence.edu,0.8174,0.879,0.7269,27050,8400,16900,40400,56000,0.924205379,0.928899083,0.951282051,0.95661157
Maranatha Baptist University,43.1957,-88.7351,Watertown,31,13120,13120,2,www.mbbc.edu,0.4843,0.7204,0.7146,18004,8900,16000,35800,49900,PrivacySuppressed,0.941011236,0.930909091,0.928947368
Marian University,43.7774,-88.4206,Fond Du Lac,13,24650,24650,2,www.marianuniversity.edu,0.4887,0.682,0.7561,27000,10900,23100,50900,64700,0.835443038,0.852564103,0.859375,0.896709324
Marquette University,43.0388,-87.9281,Milwaukee,11,34640,34640,2,www.marquette.edu,0.7824,0.9071,0.5745,27000,17700,31200,62700,79400,0.909840289,0.933455714,0.936159346,0.952578096
Empire Beauty School-Madison,43.0553,-89.4909,Madison,12,NULL,NULL,3,www.empire.edu,NULL,NULL,NULL,11096,4800,11100,25000,35000,0.522123894,0.364471669,0.408163265,0.556776557
Medical College of Wisconsin,43.0441,-88.0227,Milwaukee,21,NULL,NULL,2,www.mcw.edu,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,NULL,NULL
Mid-State Technical College,44.3912,-89.7834,Wisconsin Rapids,41,3997,5830,1,www.mstc.edu,NULL,NULL,NULL,9250,6900,16100,39500,55400,0.727344366,0.70081663,0.744382022,0.814013841
Milwaukee Area Technical College,43.0436,-87.9208,Milwaukee,11,4153,5986,1,matc.edu,NULL,NULL,NULL,12112.5,5300,13900,37400,51600,0.523979957,0.512769618,0.556841046,0.650862791
Milwaukee Institute of Art & Design,43.0309,-87.9079,Milwaukee,11,30989,30989,2,www.miad.edu,0.6324,0.8133,0.6119,27750,7200,15300,39200,48800,0.841121495,0.780701754,0.817869416,0.844117647
Milwaukee School of Engineering,43.0454,-87.9077,Milwaukee,11,34470,34470,2,www.msoe.edu,0.5582,0.8285,0.6839,27000,21700,38000,65300,75400,0.936787565,0.915354331,0.928651059,0.931188561
Moraine Park Technical College,43.7852,-88.4177,Fond du Lac,13,4032,5865,1,www.morainepark.edu,NULL,NULL,NULL,9625,5900,14700,39900,53400,0.741776316,0.72691397,0.766220391,0.797020484
Mount Mary University,43.0723,-88.0306,Milwaukee,11,25098,25098,2,www.mtmary.edu/,0.4118,0.7158,0.5397,30500,10900,20200,51100,65900,0.793969849,0.808,0.77496038,0.849719101
Nashotah House,43.0936,-88.4146,Nashotah,21,NULL,NULL,2,www.nashotah.edu,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Nicolet Area Technical College,45.6095,-89.4251,Rhinelander,41,4355,6533,1,www.nicoletcollege.edu,NULL,NULL,NULL,7996,4700,11500,34100,49600,0.758909853,0.678362573,0.747093023,0.839344262
Northcentral Technical College,44.9848,-89.6484,Wausau,13,4025,5858,1,www.ntc.edu,NULL,NULL,NULL,8875,7600,17200,42200,53700,0.762446657,0.748191979,0.764649376,0.83203125
Northeast Wisconsin Technical College,44.5263,-88.106,Green Bay,12,4059,5892,1,www.nwtc.edu,NULL,NULL,NULL,12387,9100,18800,42400,55400,0.718166939,0.688064818,0.74639525,0.816375969
Northland International University,45.5811,-88.0959,Dunbar,43,13380,13380,2,www.ni.edu,0.4837,0.5152,NULL,13775,4100,12300,30100,38900,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Northland College,46.579,-90.875,Ashland,33,29990,29990,2,www.northland.edu,0.5762,0.6813,0.5907,27000,5700,13400,33300,42400,0.900928793,0.873873874,0.869426752,0.877384196
Ripon College,43.8424,-88.8426,Ripon,32,31604,31604,2,www.ripon.edu,0.7405,0.8627,0.7515,27000,10400,19800,40600,50500,0.919354839,0.899038462,0.925595238,0.945823928
Sacred Heart School of Theology,42.9108,-88.0444,Franklin,21,NULL,NULL,2,www.shst.edu,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,NULL,NULL
Saint Norbert College,44.4447,-88.0673,De Pere,22,31866,31866,2,www.snc.edu,0.7417,0.8065,0.8194,PrivacySuppressed,13500,23300,43100,57000,0.916438356,0.954022989,0.940564636,0.948652118
Silver Lake College of the Holy Family,44.071,-87.743,Manitowoc,32,23180,23180,2,www.sl.edu/,0.3684,0.72,0.6,30500,8800,19300,42500,50800,0.824074074,0.862068966,0.849315068,0.921348315
State College of Beauty Culture Inc,44.9585,-89.6252,Wausau,13,NULL,NULL,3,www.statecollegeofbeauty.com,NULL,NULL,NULL,6333,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.867256637,0.732142857,0.792207792,0.828571429
Southwest Wisconsin Technical College,42.9762,-90.6377,Fennimore,42,3964,5787,1,www.swtc.edu,NULL,NULL,NULL,8000,8500,17200,39000,50200,0.785142857,0.754405286,0.804428044,0.830140485
Bryant & Stratton College-Milwaukee,43.0392,-87.9153,Milwaukee,11,16565,16565,3,www.bryantstratton.edu,0.1161,0,NULL,24260.5,3300,10400,31800,43500,0.311853112,0.307965432,0.319702952,0.450958818
University of Wisconsin Colleges,43.0716,-89.4045,Madison,12,5183,12167,1,www.uwc.edu,NULL,NULL,0.9899,10847,7900,16300,36900,49000,0.774442191,0.761648413,0.786326715,0.846724613
Viterbo University,43.8023,-91.2441,La Crosse,13,23330,23330,2,www.viterbo.edu,0.4681,0.8092,0.706,27000,12000,23600,50800,64300,0.855277476,0.863868987,0.878820961,0.928762244
Chippewa Valley Technical College,44.7949,-91.5057,Eau Claire,13,3692,4689,1,www.cvtc.edu,NULL,NULL,NULL,13973.5,8500,18500,42400,57000,0.726055613,0.723533163,0.750879662,0.818079096
Waukesha County Technical College,43.0701,-88.2588,Pewaukee,21,3885,5718,1,www.wctc.edu,NULL,NULL,NULL,14250,6700,16900,42900,54700,0.682444578,0.676389653,0.72172498,0.8
Western Technical College,43.8151,-91.2462,La Crosse,13,3989,5822,1,www.westerntc.edu,NULL,NULL,NULL,13000,6000,17200,40800,54100,0.729767442,0.719533276,0.735428282,0.802139037
University of Wisconsin-Whitewater,42.8356,-88.7424,Whitewater,32,7578,15151,1,www.uww.edu,0.5483,0.7694,0.8468,25250,12000,21100,42800,55000,0.843730108,0.880035026,0.905948303,0.908471276
Wisconsin Indianhead Technical College,45.7478,-91.9165,Shell Lake,42,4296,6252,1,www.witc.edu,NULL,NULL,NULL,8000,6200,15000,38500,52800,0.716981132,0.70928382,0.733130699,0.76825029
Wisconsin School of Professional Psychology,43.1051,-88.0267,Milwaukee,11,NULL,NULL,2,www.wspp.edu,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Green Bay,44.4681,-88.1151,De Pere,41,NULL,NULL,3,greenbay.paulmitchell.edu/green-bay-wi,NULL,NULL,NULL,12000,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.773333333,0.763157895,0.691358025,0.853333333
University of Wisconsin-Eau Claire,44.7984,-91.5004,Eau Claire,13,8710,16283,1,www.uwec.edu,0.6693,0.8228,0.7646,23250,14000,23700,47200,60400,0.912919569,0.933619456,0.942991281,0.951618071
University of Wisconsin-Green Bay,44.5311,-87.9205,Green Bay,12,7676,15249,1,www.uwgb.edu,0.464,0.7192,0.8476,21711,12100,21300,42800,55800,0.892237443,0.902553191,0.9285,0.951627486
University of Wisconsin-La Crosse,43.8153,-91.2301,La Crosse,13,8769,16342,1,www.uwlax.edu,0.672,0.8656,0.72,23203,13700,24900,47300,60800,0.948607297,0.94713817,0.943569554,0.965698285
Wisconsin Lutheran College,43.0369,-88.0227,Milwaukee,11,24770,24770,2,wlc.edu,0.6354,0.8182,0.6356,24634.5,8700,18300,37400,51800,0.932038835,0.91509434,0.943859649,0.961783439
University of Wisconsin-Oshkosh,44.025,-88.5493,Oshkosh,13,7401,14974,1,www.uwosh.edu,0.5351,0.7522,0.8134,23868,13100,22500,45100,57200,0.889799154,0.892964072,0.90819209,0.939504563
University of Wisconsin-Parkside,42.6461,-87.8554,Kenosha,22,7316,14889,1,www.uwp.edu,0.3073,0.7271,0.7547,24250,7400,16600,41800,55600,0.707816712,0.703039362,0.78125,0.807469753
Herzing University-Madison,43.1436,-89.2916,Madison,12,11150,11150,3,www.Herzing.edu,0.3566,0.4324,0.8071,22822,7200,16800,42200,58300,0.474006116,0.474266474,0.582599119,0.678628389
University of Wisconsin-Stout,44.8886,-91.9298,Menomonie,32,8968,16714,1,www.uwstout.edu,0.5426,0.7329,0.8927,24752.5,13300,23800,46600,59800,0.911877395,0.914696199,0.925312606,0.945185615
University of Wisconsin-Superior,46.7175,-92.089,Superior,22,7946,15519,1,www.uwsuper.edu,0.4111,0.6565,0.8927,23500,8700,17300,39600,51300,0.792672773,0.819204801,0.820051414,0.864843121
University of Wisconsin-Madison,43.0739,-89.4054,Madison,12,10403,26653,1,www.wisc.edu,0.8284,0.9517,0.6792,23000,14300,26900,58300,76800,0.947035708,0.953165375,0.959054006,0.972132035
University of Wisconsin-Milwaukee,43.0768,-87.8805,Milwaukee,11,9300,19029,1,www.uwm.edu,0.4141,0.7007,0.8608,25107.5,11200,21400,46400,59300,0.824971098,0.827402514,0.850453894,0.86616191
University of Wisconsin-Platteville,42.7339,-90.4927,Platteville,32,7484,15057,1,www.uwplatt.edu,0.5423,0.7533,0.9647,24000,13500,23200,51500,64900,0.920140412,0.91552795,0.922788956,0.933216169
University of Wisconsin-River Falls,44.8526,-92.6253,River Falls,32,7720,15293,1,www.uwrf.edu,0.5141,0.7196,0.8663,24700,11500,21700,41300,53500,0.911898274,0.915487094,0.917641764,0.93803056
University of Wisconsin-Stevens Point,44.5296,-89.5709,Stevens Point,32,7577,15150,1,www.uwsp.edu,0.5804,0.789,0.8285,25000,12100,21400,40500,52000,0.928098078,0.922933499,0.935033182,0.956114687
Casper College,42.8305,-106.327,Casper,13,2448,6240,1,www.caspercollege.edu,NULL,NULL,NULL,13100,5300,14700,44500,61500,0.692628651,0.680878553,0.753826531,0.773544974
Central Wyoming College,43.0305,-108.427,Riverton,33,2568,6360,1,www.cwc.edu/,NULL,NULL,NULL,10575,3900,11500,36400,60200,0.578947368,0.578389831,0.592,0.684579439
Eastern Wyoming College,42.0794,-104.1908,Torrington,33,2472,6264,1,ewc.wy.edu,NULL,NULL,NULL,10500,3600,9900,37400,57100,0.740585774,0.73828125,0.65625,0.757575758
Laramie County Community College,41.1039,-104.781,Cheyenne,23,2736,6528,1,www.lccc.wy.edu,NULL,NULL,NULL,8063,5800,15600,42500,59600,0.708812261,0.709639954,0.740213523,0.780652418
Northwest College,44.7602,-108.7617,Powell,33,2653,6445,1,www.northwestcollege.edu,NULL,NULL,NULL,11725,4200,14000,40400,58300,0.766859345,0.759358289,0.768932039,0.810892587
Sheridan College,44.7645,-106.9424,Sheridan,33,2792,6584,1,www.sheridan.edu,NULL,NULL,NULL,8480.5,4400,13000,46000,65200,0.704595186,0.715447154,0.759124088,0.829473684
Western Wyoming Community College,41.591,-109.2371,Rock Springs,33,2282,6074,1,www.wwcc.wy.edu,NULL,NULL,NULL,8000,4100,12300,43300,64900,0.721280603,0.698729583,0.71070615,0.7856
Cheeks International Academy of Beauty Culture-Cheyenne,41.1342,-104.8167,Cheyenne,13,NULL,NULL,3,www.cheeksusa.com,NULL,NULL,NULL,8222.5,1900,4900,21600,28500,0.579439252,0.369863014,0.45505618,0.611764706
Wyotech-Laramie,41.3396,-105.5905,Laramie,33,NULL,NULL,3,www.wyotech.edu/campus/laramie,NULL,NULL,NULL,11600,11200,22800,49800,65900,0.764411386,0.670179876,0.671663921,0.794453735
University of Wyoming,41.3119,-105.572,Laramie,33,4404,14124,1,www.uwyo.edu,0.5409,0.7394,0.9569,19000,9600,22100,52300,70800,0.863333333,0.889491525,0.900132714,0.92206655
American Samoa Community College,-14.3226,-170.7427,Pago Pago,33,3550,3850,1,www.amsamoa.edu,0.4104,1,NULL,NULL,2300,7500,22200,31000,NULL,NULL,NULL,NULL
Guam Community College,13.4406,144.8089,Mangilao,33,3414,4614,1,www.guamcc.edu,NULL,NULL,NULL,NULL,3000,10000,25300,34900,NULL,NULL,NULL,NULL
University of Guam,13.4327,144.8028,Mangilao,33,5098,14098,1,www.uog.edu,0.2826,0.6982,NULL,PrivacySuppressed,4800,13600,31300,41200,0.79245283,0.794642857,0.712053571,0.765013055
Northern Marianas College,15.1522,145.7217,Saipan,33,2820,5100,1,www.nmcnet.edu/,0.0985,0.6071,NULL,NULL,1300,5300,22600,31300,NULL,NULL,NULL,NULL
Institute of Beauty Careers,18.4686,-66.721,Arecibo,13,NULL,NULL,3,www.ibcbelleza.com,NULL,NULL,NULL,NULL,1600,6100,17800,26200,NULL,NULL,PrivacySuppressed,NULL
Educational Technical College-Recinto de Bayamon,18.3953,-66.1591,Bayamon,21,NULL,NULL,3,www.edutecpr.com,NULL,NULL,NULL,NULL,1900,5600,21100,29600,NULL,NULL,NULL,NULL
American University of Puerto Rico,18.4061,-66.1868,Bayamon,21,5521,5521,2,www.aupr.edu,0.2215,0.5915,NULL,4000,2900,8800,29600,35600,0.531413613,0.512376238,0.467592593,0.61037037
American University of Puerto Rico,18.4341,-66.4787,Manati,21,5521,5521,2,www.aupr.edu,0.2218,0.6667,NULL,4000,2900,8800,29600,35600,0.531413613,0.512376238,0.467592593,0.61037037
American Educational College,18.3969,-66.1469,Bayamon,21,6324,6324,3,www.amedcopr.com,NULL,NULL,NULL,NULL,1300,5400,17400,25300,NULL,NULL,NULL,NULL
Antilles School of Technical Careers,18.3602,-66.0772,San Juan,11,NULL,NULL,3,www.antillespr.com,NULL,NULL,NULL,NULL,1900,7200,24800,33200,NULL,NULL,NULL,NULL
Universidad Adventista de las Antillas,18.2053,-67.1126,Mayaguez,22,6625,6625,2,uaa.edu/,0.3165,0.8382,0.8694,15000,3100,8300,31300,41100,0.544262295,0.577639752,0.581749049,0.621875
Atlantic University College,18.3574,-66.1117,Guaynabo,13,7395,7395,2,www.atlanticu.edu,0.3891,0.72,NULL,5000,1600,6800,24100,33500,0.62055336,0.56133829,0.522321429,0.621794872
Bayamon Central University,18.4005,-66.1815,Bayam’_n,21,6000,6000,2,www.ucb.edu.pr,0.2752,0.7017,0.7368,7500,2200,7100,21900,31700,0.664670659,0.550724638,0.522540984,0.5
